	hydroxyurea_r	hydroxyurea_k	NaCl_r	NaCl_k	allantoin_r	allantoin_k	caffeine_r	caffeine_k	galactose_r	galactose_k	glycine_r	glycine_k	isoleucine_r	isoleucine_k	phleomycin_r	phleomycin_k	rapamycin_r	rapamycin_k
255-10	0.140937423	1331587.201	0.092662676	1231134.388	0.161771053	786086.9196	0.077010311	399646.0128	0.117383965	3478995.549	0.147037955	897141.922	0.148982872	817705.071	0.112935779	2775541.303	0.087617362	706708.2316
255-11	0.119891191	1329415.856	0.092241684	1287905.732	0.17773252	1084174.908	0.096616672	933511.3001	0.130210494	3725943.412	0.141476862	872104.2768	0.141947385	703762.7191	0.118899178	2708434.376	0.099491146	1001438.723
255-120	0.144087258	907736.25	0.088701778	1016444.432	0.14334118	385416.9485	0.087361296	502070.4401	0.123760829	3503529.508	0.145327349	787337.7698	0.148355335	746973.9229	0.11465365	2671702.434	0.09215178	804203.3814
255-121	0.134728496	1296944.133	0.096685196	1457860.956	-1	-1	0.080923833	409041.0354	0.124623939	3679153.983	0.151522982	619737.9759	0.151366735	623240.6981	0.118123914	2742539.238	0.09749959	996323.3001
255-122	0.141886469	965358.4053	0.098196479	1674199.717	0.168153258	941827.0139	0.098290043	826875.0031	0.131357888	3555790.445	0.153905993	539504.4035	0.149915491	682950.8141	0.122347988	2580129.969	0.113657081	1519120.087
255-123	0.133292968	995852.5851	0.089636159	952109.3003	0.164496549	913616.5162	0.071210283	432094.6496	0.132014912	4278236.572	0.162393062	702598.0504	0.152465717	711491.7876	0.116814492	2785499.858	0.095198265	782440.7945
255-124	0.124100769	1693461.1	0.097289382	2005403.2	0.160315857	1020717.783	0.089684696	902577.6142	0.128951443	4400755.767	0.157941762	1030530.702	0.149820151	860587.8291	0.11770809	3044176.864	0.105558995	1540933.843
255-126	0.121992934	1250038.089	0.088893974	1229741.161	-1	-1	0.091550547	656040.8805	0.128385439	4341240.078	0.156996118	833303.1056	0.142741242	524910.7745	0.115122763	2719248.935	0.09702047	897119.6507
255-127	0.126841228	1014769.349	0.087974541	948936.982	0.166869783	805466.2861	0.079583647	611954.2231	0.1357762	3886214.766	0.164771766	617555.2791	0.153431594	664219.7612	0.112712395	2536159.064	0.090018253	842830.929
255-128	0.130389197	1460214.649	0.091253421	1441915.384	0.165514791	1001037.77	0.071087571	341059.1515	0.127393866	3602575.131	0.154293283	588735.4149	0.150014038	761860.943	0.118468977	2715618.759	0.095257602	705325.5515
255-129	0.128552135	1303566.313	0.09941652	1560182.393	-1	-1	0.082648627	819736.477	0.130653562	4150413.709	0.166101209	666060.5513	0.154292549	629512.8963	0.11894693	2804223.403	0.105153992	1324181.016
255-13	0.143534573	944181.9825	0.085249127	797582.3744	0.179322217	728095.6394	0.085501128	425783.5546	-1	-1	0.147183197	706679.6613	0.144251508	564616.8861	0.115882889	2022237.319	0.089033002	644071.5623
255-130	0.135292451	1503613.731	0.094816175	1394411.51	0.162249117	975539.0458	0.098173705	901952.4241	0.129931006	3825582.236	0.140112717	696680.0304	0.15111951	780452.1553	0.121403893	2661834.116	0.11684822	1681741.896
255-131	0.130422589	1166923.423	0.088918903	1040154.776	0.167880117	879132.4237	0.081438988	625253.6563	0.130423758	3506039.34	0.161058216	582461.9755	0.152474119	740390.6209	0.117775932	2662627.283	0.091079188	800176.5064
255-132	0.132960951	1639093.488	0.09244312	1444587.183	0.161906363	1001597.977	0.09222654	764552.8231	0.131252191	4400861.614	0.161039818	745236.103	0.150326533	715463.48	0.120899848	3051352.488	0.100042422	1063444.807
255-133	0.125176506	1045797.531	0.09582831	1601758.066	0.16837564	1040847.237	0.092774174	924813.2928	0.13367153	4031978.597	0.158685088	768219.3215	0.143060276	480818.3309	0.123626236	2470020.407	0.089961108	733213.6642
255-14	0.133242725	1353348.561	0.100091237	2302839.223	0.185153778	1091309.115	0.093775295	764435.5111	0.1292694	3721291.139	0.142417747	905278.1349	0.147170878	674990.8284	0.123197187	2994469.884	0.090197238	736314.9241
255-15	0.13572034	1073079.852	0.091516815	1286194.403	0.132770109	459860.582	0.087192248	588296.4405	0.126005902	3483206.123	0.149449688	1003535.266	0.147774831	527675.3281	0.116844468	2609170.637	0.105741379	1255768.726
255-16	0.134222406	1462018.404	0.090534101	1457424.382	0.174121696	1114975.725	0.08248424	523848.0043	0.126015938	3699848.234	0.140612772	958586.206	0.14711928	1041915.857	0.122149582	3075416.517	0.102632653	1272099.804
255-17	0.141648946	1139442.527	0.097663064	1086183.55	0.178592248	1105196.172	0.089484334	476384.4207	0.127042261	3410350.501	0.143029591	770856.0164	0.14792279	734949.6178	0.118673752	2703368.493	0.088904767	651011.0865
255-18	0.141229975	1014468.624	0.096706023	1145820.07	0.177704079	1216473.724	0.090738099	524293.0399	0.122334143	3110770.689	0.143075616	883289.3399	0.147255494	774978.2262	0.116348983	2651739.165	0.088845823	656962.5917
255-19	0.128443042	1219535.45	0.079216093	847717.6553	0.12176682	420964.9906	0.095554141	929731.3808	0.119515232	3289350.882	0.14487639	923267.9277	0.148970527	664397.8139	0.114047983	2721554.76	0.093957023	920430.1805
255-21	0.132985485	1541425.161	0.094290967	849569.9937	0.136561339	505482.906	0.072075847	390340.084	0.119423716	2983294.69	0.133055793	850712.3891	0.123339818	521570.3711	0.12024737	2715108.098	0.088679235	567338.0701
255-22	0.136465756	1435173.356	0.084044207	829024.5878	0.162199256	1031140.523	0.07986716	645790.0903	0.132240687	3485562.716	0.141552774	957830.8496	0.149900532	852646.6562	0.122499916	2261317.736	0.095032512	967556.0084
255-24	0.152440023	739234.006	0.076381956	626184.4553	0.170011743	877350.0951	0.08808463	563930.9408	0.128882731	3348504.17	0.140218873	871901.5685	0.145228525	620258.6599	0.124152687	1884505.476	0.105830707	1175868.885
255-25	0.136436101	907062.3946	0.083699874	636852.1756	0.183972864	984919.6795	0.083665999	373234.0289	-1	-1	0.149645527	1048652.673	0.141177551	441752.3202	0.114041411	2026498.417	0.082815804	541483.8944
255-26	0.133964604	1564900.867	0.09563241	2006620.364	0.115623354	446260.2145	0.086969695	614294.2833	0.129195092	4505373.932	0.139140457	848661.1198	0.146127664	944562.3149	0.119686243	3159917.439	0.091422923	805727.9248
255-27	0.134558378	1416049.976	0.093458589	1091987.436	0.122877617	441144.739	0.097223793	778433.9015	0.125185163	3436124.873	0.147200742	1020375.058	0.149553973	751018.8318	0.119190214	2890970.966	0.095697618	919010.9567
255-28	0.125188336	1447879.599	0.107822269	2259088.286	-1	-1	0.098862808	745070.9007	0.123496691	3772333.625	0.149467784	742501.0419	0.146706126	841801.4006	0.125015386	2902446.192	0.138803117	822228.5837
255-29	0.125629274	1413855.112	0.097363749	1477378.922	-1	-1	0.082183852	399816.9329	0.115048682	3353884.628	0.149202838	882927.7804	0.151987312	820712.6892	0.11004961	2641131.596	0.13426895	713345.036
255-3	0.131508974	1312558.3	0.097438107	969407.5413	0.166424791	897190.0647	0.094533414	589575.4146	0.130141778	3881020.179	0.141930727	798226.2258	0.145713107	856012.0123	0.126249548	2395391.053	0.102877945	1121742.451
255-30	0.119699692	1252044.714	0.099766814	1432911.973	0.177426118	905440.3731	0.076966094	342625.9218	0.122049631	3496233.572	0.147120269	802270.2059	0.142178718	654705.3739	0.12135736	2511390.375	-1	-1
255-32	0.132613134	1169121.909	0.096428187	1210406.17	0.176466609	725387.7371	0.089477118	507966.0969	0.117998884	2574758.326	0.147337474	616506.6547	0.145187161	632159.7991	0.115052019	2598471.671	0.140039351	546558.1097
255-33	0.151196477	815101.0791	0.094736767	994766.9425	0.176835873	881616.6508	0.074110797	420796.2672	0.13146436	3271441.808	0.147409971	740562.2879	0.150812102	692599.0675	0.11634762	2371084.289	-1	-1
255-34	0.124376509	1377818.968	0.104025272	1469604.248	-1	-1	0.087168316	446045.362	-1	-1	0.146628175	731006.2114	0.151324049	751247.8229	0.113555815	2627964.687	0.137290071	698998.3739
255-35	0.140896012	813396.7177	0.099056938	1441989.418	0.186991127	747256.9423	0.09564284	594116.9724	-1	-1	0.143750583	706769.3115	0.145698045	570105.9377	0.126007421	1955614.4	0.134781983	620808.0096
255-36	0.14516421	1033384.496	0.094178017	1114375.768	0.175989111	829558.5496	0.087123804	641217.6358	0.12974294	3171580.523	0.141744455	681433.2852	0.14978112	695567.665	0.121898723	2094400.319	0.129865398	508461.4002
255-37	0.151347164	1038160.891	0.099911372	1124736.918	0.18472562	819110.3589	0.080671015	592209.8775	-1	-1	0.138226454	612578.8299	0.147391305	607942.7063	0.120910213	2114808.062	0.131131631	727392.6198
255-38	0.122303546	1233147.237	0.092158891	1293426.61	0.121778606	381972.0723	0.080272641	602505.7913	0.120233385	3789993.823	0.148037015	899086.4867	0.146687633	859754.7898	0.113728904	2623811.353	0.135503392	685716.9075
255-39	0.129814579	1805444.234	0.107615963	2758031.249	0.177759013	936142.4171	0.087143194	629066.4742	0.126014285	4070254.196	0.138491806	591737.0308	0.149232135	691700.5113	0.119506042	3096934.255	0.141556084	875308.0948
255-4	0.120024297	1113975.436	0.093636041	1509022.343	0.165218276	811804.908	0.090356469	622423.6054	0.127804503	3483135.503	0.147709842	603120.8774	0.14672004	665327.2794	0.119590159	2684845.76	0.098428918	1150326.33
255-40	0.133961991	967612.7391	0.094024439	1304175.143	0.134476512	417238.3094	0.079854083	552425.4125	0.125279178	3494135.446	0.150742831	954064.669	0.150382983	773739.7485	0.114759264	2614805.449	0.13342369	748149.4116
255-41	0.138266891	819952.7658	0.089955562	1181961.599	0.169655088	728970.5834	-1	-1	-1	-1	0.136228504	618286.2561	0.153985335	755515.026	0.116650715	2324294.606	0.133347303	640725.9305
255-42	0.13100077	943629.2997	0.095180097	1139748.882	0.168934508	683328.1416	0.096574976	762940.8459	0.120209975	3328101.598	0.146373337	857773.9495	0.152507238	657540.6286	0.114380372	2409249.374	0.119631303	706010.499
255-43	0.1446124	750762.3758	0.096911143	1453512.841	0.169272884	779938.3738	0.083938216	470896.7573	-1	-1	0.148655067	909827.0364	0.152041254	825910.2206	0.120340079	2555031.187	-1	-1
255-44	0.138073647	1380778.08	0.091957498	1463551.979	0.181365291	1173655.282	0.077238478	899811.326	0.136138042	4550688.828	0.136006	838121.9349	0.148177729	1046353.904	0.126395374	2987094.289	0.14341006	1339710.645
255-46	0.142584245	856444.8298	0.088008813	877413.8392	0.16854486	726927.1587	0.077091419	394578.8469	-1	-1	0.151734242	805506.0141	0.151444737	653485.5528	0.115485691	2424089.5	-1	-1
255-5	0.143340178	850406.2759	0.087590015	975799.2242	0.131302658	394012.0268	0.090493702	582776.8756	0.12111919	3152605.295	0.144643003	643148.8336	0.145654914	784053.3429	0.115976049	2580445.342	0.091582911	689045.9109
255-51	0.134713873	858422.6939	0.085492953	1355615.205	0.132803937	394608.3803	0.087109609	417419.9558	0.121989693	4074549.729	0.14038281	891406.6503	0.142929385	600373.2982	0.118379549	2923905.357	0.153886769	980634.8415
255-52	0.14192514	1733962.96	0.09031136	1925147.114	0.105143959	347938.7032	0.10219097	1004359.386	0.128760364	3685277.404	0.136520464	529584.73	0.155042725	900328.0455	0.121088978	3018884.959	0.135674303	1080758.47
255-53	0.137273917	851828.4884	0.09866494	1841845.577	-1	-1	0.090609131	675597.0026	0.142735735	3419014.346	0.138257343	781761.0943	0.149815549	1054728.248	0.125263483	2822379.271	0.110902094	660963.4169
255-55	0.148742381	958380.5644	0.099930863	1013246.435	0.165552285	846433.974	0.080634379	517163.7533	-1	-1	0.147679042	705588.3349	0.152552447	748733.8206	0.124464896	2036944.717	0.108533164	661522.5714
255-56	0.156589765	780606.3385	0.098691964	1116802.076	0.162050319	918423.5218	0.094831679	894122.9495	-1	-1	0.140852622	657942.0155	0.143806486	617841.3768	0.120007421	2356886.838	0.106732675	987006.4372
255-57	0.124914254	1162675.797	0.095979641	903978.3525	0.155864007	925686.2003	0.094476604	769957.6124	-1	-1	0.148465108	932451.8741	0.145923159	579639.5739	0.116592704	2467334.316	0.107475767	681500.592
255-59	0.140915965	1389090.222	0.102471198	1451082.22	0.132846018	448875.557	0.098182066	1037240.59	0.12716521	3817183.866	0.145018725	1021444.56	0.148568026	830171.634	0.122397581	2751080.743	0.109520892	964034.441
255-6	0.124662649	1111310.267	0.090687024	839626.3815	0.164351025	815437.2897	0.076811608	475461.6332	0.126242273	2830158.447	0.146071632	713138.7311	0.148781428	790641.4397	0.124991377	2156744.163	0.086415153	740122.2712
255-60	0.139585686	1119573.369	0.101330504	1472568.813	0.143828749	488755.2513	0.101240781	720540.8566	0.131447707	3253625.892	0.146430162	713096.1326	0.148185862	729929.5277	0.121934964	2631871.551	0.110891918	918462.6005
255-61	0.128436842	1205924.924	0.101141277	1597056.271	-1	-1	0.088784934	703726.0328	0.126712923	3055210.708	0.139349938	689510.3871	0.140420825	536070.0399	0.115965413	2554598.992	0.115198277	1133854.548
255-62	0.121548164	1016712.589	0.097578387	1245351.933	0.155577666	819353.5279	0.084956807	609721.3732	0.126402214	3462262.753	0.1423991	702751.3185	0.153408753	890429.2006	0.119139773	2754246.061	0.108883898	605639.1903
255-63	0.135199045	859701.376	0.102420047	1630339.092	-1	-1	0.095158016	975508.8518	0.129065364	4161872.386	0.135596692	1434001.47	0.148734336	855038.6885	0.124530897	2557079.421	0.098817633	773447.1358
255-64	0.134746674	858665.8056	0.088207071	1141326.108	0.134523952	521885.65	0.077961391	644226.5115	0.128715035	3844312.611	0.147435584	782402.0479	0.151454457	702435.0209	0.113403258	2511718.894	0.096553464	662815.9051
255-65	0.148474217	928643.8426	0.092177438	1128657.969	-1	-1	0.083649069	741820.4663	0.134946999	4025736.226	0.140779773	800341.8327	0.146707457	892824.8439	0.118995556	2873541.348	0.104491105	1228681.066
255-66	0.132633061	1038202.48	0.099000017	1182587.29	0.162722867	884006.838	0.089371883	724784.1625	0.129463583	3671528.735	0.145682026	813140.3153	0.151642333	840372.9363	0.125477351	2602997.34	0.103240188	762081.1473
255-67	0.147487187	931059.7286	0.097074253	1347272.299	0.165841717	853808.1713	0.088550765	580824.9592	0.134452971	3433726.367	0.142417657	798860.8769	0.148689483	767347.0054	0.122183571	2415639.546	0.109376898	943424.9283
255-68	0.124965466	1169696.471	0.093337551	1016942.175	-1	-1	0.086347706	762618.9351	0.126979721	3927024.056	0.14255243	877829.5914	0.151142348	760685.0338	0.114853369	2604102.664	0.10056476	729953.0333
255-69	0.141428581	1194410.67	0.094915922	1353758.083	0.122361964	406328.5074	0.092720198	752714.745	0.138308803	3714501.58	0.141059992	791664.993	0.146672405	653486.5413	0.118546629	2176130.488	0.100928022	934588.8159
255-7	0.154770535	1105141.971	0.101906237	1835962.574	0.1749841	975351.3056	0.082584286	444523.5607	0.127608279	3579439.666	0.139671664	621112.1566	0.147586336	803580.8365	0.121165397	2622037.01	0.089122039	668016.8995
255-70	0.132961832	1336688.986	0.101694582	1573757.305	-1	-1	0.088228544	573221.0879	0.120010356	3601034.774	0.139667833	659499.9615	0.146679956	612597.9721	0.118641578	2971456.868	0.11916754	1058784.206
255-71	0.13311137	1806186.662	0.098645585	1469821.228	0.16184387	1031758.172	0.09162286	985173.189	0.13915225	3903555.785	0.131397894	719335.0795	0.138665862	745728.648	0.129799687	3093680.895	0.114019121	1280770.776
255-72	0.13546094	1490134.848	0.094759214	1018946.66	0.164052453	836755.0507	0.098902175	1112797.671	0.134359597	3469334.75	0.145137786	775006.1591	0.150884539	788005.65	0.122540033	2584491.001	0.10005591	733853.941
255-73	0.11859145	969803.5566	0.085916102	891583.1263	0.160181916	978341.9478	0.086437295	534581.3795	-1	-1	0.147935282	1047953.38	0.141905108	579614.081	0.119788959	2868088.559	0.105577142	597268.7323
255-74	0.130046226	954785.7545	0.09418026	1025090.778	0.158713269	751730.3027	0.085753201	742083.0809	0.129584662	4138273.442	0.144842269	929604.984	0.145320406	758775.7148	0.119084428	2998744.489	0.109337192	898675.6114
255-75	0.121826945	1727906.896	0.090457655	1471163.966	-1	-1	0.092730686	944624.9777	0.125947198	4291318.099	0.143200907	894807.2803	0.145739107	879694.5698	0.119996646	3016491.524	0.118251118	1308479.164
255-77	0.142880848	1334951.016	0.097707531	1383805.276	0.167252273	985274.5576	0.08529104	405311.3649	0.128189113	3375732.296	0.151151907	733576.9352	0.144305363	626769.3555	0.118068778	2768246.531	0.089998674	835939.3126
255-78	0.144920673	1008431.235	0.09193971	880802.1963	-1	-1	0.088054303	425751.3356	0.122169867	2762439.48	0.155153934	634860.4782	0.15244779	691768.9776	0.114415925	2233381.764	0.090322425	655862.6436
255-8	0.127677541	1114359.124	0.092588462	1320626.88	-1	-1	0.089346405	507808.3405	0.126752597	3478505.059	0.153726174	994591.1225	0.14914458	742674.5773	0.117207812	3237306.846	0.086040049	684484.7327
255-80	0.133535257	1184990.452	0.10101166	1310759.339	0.162819851	1007435.342	0.095867078	1017288.391	0.138560334	3302815.243	0.147867571	786700.7101	0.151238205	762591.6687	0.125876078	2518477.7	0.106236562	1326571.259
255-81	0.149274801	1130128.549	0.102901864	1548811.131	0.130040192	392630.9635	0.084904994	499596.9809	0.131750691	3393830.279	0.148000152	704628.1307	0.143059616	627609.6037	0.122813119	2144060.232	0.101899264	1133384.721
255-82	0.148844018	966112.7923	0.1012238	1489124.948	0.166903552	783519.1343	0.086553036	465414.8183	0.131939609	3036124.401	0.157715048	404556.5178	0.152789992	666542.9458	0.120183823	2010233.757	0.100762758	664389.2665
255-83	0.1357304	1488267.599	0.102356616	1769544.731	0.131235063	402350.839	0.088506736	757508.0196	0.126930494	2976187.424	0.140329678	724187.3716	0.148713099	761287.225	0.122507071	2596491.36	0.089774226	892153.9485
255-84	0.131207326	1077716.42	0.107521151	2056474.575	0.16604893	951610.8957	0.09035868	562169.2896	-1	-1	0.150229625	859670.9034	0.147062568	486900.8889	0.12456083	2261054.893	0.084738513	724693.3838
255-85	0.128956656	1214028.182	0.086493911	1312134.912	0.156152861	917183.2599	0.081284144	392854.2388	0.12636688	3144992.436	0.150605584	781436.638	0.146608258	911166.5903	0.118206577	2601868.406	0.088458371	819519.9734
255-86	0.131032534	1260840.73	0.101303523	1468124.114	-1	-1	0.08918446	595604.2292	-1	-1	0.143816095	525440.7273	0.150798471	745411.4085	0.119546511	2395047.536	0.090358421	822509.7199
255-9	0.124577279	870299.2871	0.080401826	916048.1201	0.162217745	768444.592	0.078194087	337360.288	0.126144654	3108742.319	0.148555415	790411.1068	0.147460391	715377.736	0.117371295	2409930.825	0.09285601	716848.6631
257-1	0.160436517	1278434.047	0.086370832	1110964.929	0.178918021	1156757.505	0.076817733	1160163.921	0.097937491	2035682.592	0.133027612	830904.4886	0.146176675	1197475.676	0.133247251	2927634.291	0.102751637	1896691.682
257-10	0.161901281	1517912.154	0.086252451	1473787.622	0.177272571	1199607.063	0.060133271	1270850.011	0.102742439	2278992.234	0.137616608	1347509.351	0.152580207	1912723.923	0.126921621	3198587.506	0.105407055	1955327.889
257-11	0.159046533	1748468.938	0.087231881	1497150.978	0.184429559	1374689.957	0.08370918	1771207.69	0.098333885	2263270.666	0.14584869	1709908.083	0.149658821	1657900.902	0.131161942	3480327.88	0.105306331	2413382.857
257-120	0.159663422	588433.8037	0.083280419	635845.0557	0.162877803	653313.3216	0.075174873	648108.8682	0.136684085	3331454.324	0.14769444	627966.2229	0.157879107	1000580.117	0.116283829	2433118.149	0.095482514	1198742.502
257-121	0.146267601	1384990.661	0.090333897	1101259.211	0.158387174	870432.8395	0.059543356	711072.6602	0.104331053	1727334.207	0.148865408	852225.1212	0.158465742	1574203.444	0.136045341	2992205.627	0.106146453	1928435.736
257-122	0.159910953	1316989.758	0.091929431	1340011.185	0.164628552	1265316.69	0.077527929	1022766.094	0.102917409	1626391.489	0.141677164	872420.8747	0.164885949	1696512.482	0.144100771	3075406.935	0.109560014	2474163.831
257-123	0.163164106	1156685.097	0.084196187	1050925.319	0.166162997	1282885.469	0.046701097	1062317.062	0.11253695	1818176.021	0.14830021	1103487.077	0.158837489	1698098.351	0.147156907	3022377.629	0.098521404	1438984.226
257-124	0.132559249	1133362.862	0.094798082	1229426.857	0.164151385	861996.9519	0.07162236	792250.2947	0.146210389	4466248.98	0.150542288	670289.3709	0.161132876	1086161.547	0.132376301	2986225.185	0.111544247	2055138.108
257-126	0.13249574	757800.1199	0.084425023	727638.3602	0.164190301	729485.1224	0.076896406	622226.9005	0.10543684	1531151.55	0.165395762	996787.7509	0.161066557	629267.7218	0.121448127	2825457.965	0.10353875	1327751.32
257-127	0.166077575	1884004.045	0.08584284	1171431.617	0.164224276	1406835.978	0.062079688	1253751.615	0.153115868	5140612.237	0.149521732	1523085.769	0.156119157	2134313.968	0.135596287	2937500.677	0.097240034	1533757.017
257-128	0.145429752	1435728.402	0.083901208	917058.7739	0.164032378	1219973.346	0.053147791	793368.1064	0.101241865	1566016.337	0.143248691	772942.0703	0.156917704	1602420.667	0.132265349	2908119.329	0.104025557	1620502.01
257-129	0.129448434	905314.5773	0.094824148	1172559.296	0.162362397	588116.5961	0.074465074	935060.5588	0.105356201	1261585.22	0.159560098	760912.517	0.167860403	1037044.987	0.123384601	2329980.014	0.110445557	1910095.134
257-13	0.164814249	1262175.335	0.078843959	1196876.204	0.177069291	1193032.947	0.063471601	1446843.682	0.09668271	2136567.4	0.141481328	1363624.503	0.145417244	1299283.799	0.138778776	3297973.09	0.101112211	1967120.942
257-130	0.151368739	1450556.564	0.091965674	1141625.905	0.165459835	1111563.279	0.065935233	950118.731	0.103749758	1537695.168	0.132360561	609629.4201	0.158355559	1606166.311	0.137670118	2815420.055	0.112406258	2440426.325
257-131	0.149753552	1426655.49	0.089591302	1058937.009	0.165114976	1076506.923	0.052295121	1096738.799	0.102731563	1774311.974	0.13366228	811076.4642	0.160132059	1471057.988	0.130212487	3039864.552	0.101962291	1577113.809
257-132	0.152667581	1949756.617	0.087993094	1524603.579	0.162254825	1479960.247	0.06875997	1216524.691	0.10456451	1926912.118	0.145499108	1287209.428	0.14988729	2251399.058	0.14011105	3548415.256	0.10683323	2504880.588
257-133	0.145904996	1249482.957	0.094199404	1373121.437	0.169122023	1373082.673	0.074706278	1153559.823	0.157146501	4389657.977	0.162595581	1061844.697	0.151617002	1122194.884	0.153563804	2944885.679	0.101106905	1756863.784
257-14	0.146156742	1318683.932	0.093443941	1994758.395	0.179076805	1345841.742	0.076096109	1111893.014	0.105549647	2232009.489	0.14099817	1028495.083	0.147992678	1138913.621	0.141106149	3717590.351	0.100331383	2001435.864
257-15	0.145311758	792272.9717	0.086485236	1022605.565	0.16863084	954517.1031	0.070238194	778217.6768	0.101443342	1417589.028	0.153566498	1056490.704	0.156896223	673326.5788	0.119050785	2768595.774	0.111768663	1742511.673
257-16	0.152626101	774011.6187	0.086488231	1000924.192	0.174842721	909347.3091	0.0712576	581470.7322	0.116972226	2052731.133	0.142290181	789484.4714	0.156335796	1020029.975	0.123827436	2701405.655	0.109236794	1523511.157
257-17	0.158196326	1321330.29	0.086271356	1112252.179	0.160307216	1251771.142	0.072567315	987065.5613	0.099850646	1966543.537	0.135156165	915675.1068	0.151056516	1618752.746	0.129030693	3193714.22	0.101637361	1994840.685
257-18	0.157184132	1334203.352	0.085274687	1129534.714	0.158732419	1227442.139	0.074018229	1004031.878	0.101144997	2131403.341	0.13313418	801880.4205	0.151650133	1565634.459	0.13052998	3251487.571	0.102293969	2006690.048
257-19	0.148700829	1013256.032	0.076466417	678429.6983	0.165053733	1000121.435	0.074436842	898257.4177	0.09589996	1505317.061	0.147333293	861342.0012	0.154663272	791515.1151	0.125785054	2953906.591	0.101389853	1697823.398
257-21	0.136216727	881002.8054	0.08389605	625921.0965	0.157158951	833371.044	0.067286074	337011.7465	0.116143891	3432442.199	0.152212741	965256.7589	0.147761765	645014.593	0.113083408	2806587.581	0.095964635	956212.118
257-22	0.148468179	1930434.722	0.082546414	1309319.811	0.169672924	1293256.928	0.07125447	1201686.426	0.154210538	5177172.475	0.134475953	1379947.785	0.152030871	2242321.483	0.139133644	3327264.649	0.102359194	2528435.259
257-24	0.148460677	599049.1039	0.068285969	509025.5362	0.137610233	1484463.934	0.077702042	665115.4902	0.10306836	1336146.212	0.145447996	998591.8486	0.153013851	1184031.736	0.108448135	2008474.966	0.10918344	1569814.785
257-25	0.149378593	1152737.132	0.078464215	821889.1306	0.161911826	1121935.999	0.06105406	801368.4139	0.14065488	5335942.156	0.147471262	1079454.413	0.143548744	995699.0007	0.124789565	3110683.928	0.097269851	1675328.546
257-26	0.139231347	1031358.014	0.090941793	1404412.43	0.167765441	932917.8386	0.07771211	798061.1309	0.104108659	1634844.557	0.143038637	931740.6218	0.153811244	1194783.818	0.132442969	3083180.805	0.101197737	1494763.374
257-27	0.146178846	1514741.165	0.083636747	1289589.476	0.173324261	1247081.883	0.078196312	1229688.911	0.144840882	5073605.862	0.140706878	1139171.152	0.152141392	1848319.327	0.134455058	3475536.615	0.106408802	2402390.225
257-28	0.131783089	1003091.576	0.104696972	1579361.132	0.164409051	796287.2191	0.079555065	591568.6559	-1	-1	0.153821614	1052974.18	0.157667558	1152536.746	0.123729874	2581773.018	0.155549918	1372937.621
257-29	0.132873006	1000175.328	0.093396512	1082908.276	0.163777245	793633.9992	0.07105787	542579.8065	0.099582858	1280789.913	0.159882598	921565.5472	0.158954043	1190227.924	0.112982323	2312984.176	0.141531051	1006336.231
257-3	0.146755593	1456183.04	0.091997024	1178808.48	0.182169237	1192847.322	0.069062052	1073733.913	0.097662714	1953071.407	0.137692631	977623.9099	0.152366129	1747519.952	0.134710245	2904282.16	0.106304781	2072446.313
257-30	0.147355704	1121775.693	0.0928974	1227666.694	0.17852864	1073751.256	0.058923792	868511.8158	0.104836324	1673653.373	0.133301382	697139.5373	0.149830206	1057888.964	0.14256904	2712355.531	0.131416422	1103088.926
257-32	0.160792265	1070144.714	0.093063312	1161509.158	0.17609437	1100033.429	0.064605326	747072.4999	0.147475583	4064105.148	0.146706705	893212.804	0.149095688	1043133.592	0.139030861	2758814.764	0.147578042	1514596.782
257-33	0.179309672	1183829.609	0.093225048	1553661.123	0.175500471	1273257.909	0.061941441	1016183.886	0.103477613	2141114.789	0.144846074	1549989.662	0.155013697	1760222.616	0.137304765	3435655.064	0.139454297	1416336.969
257-34	0.140264854	2084492.014	0.094815893	1856593.781	0.167210849	1276552.394	0.075275297	958571.2799	0.1125597	2273776.444	0.144030862	1506223.261	0.151873543	2167815.976	0.144470654	3710107.535	0.153767831	2032662.055
257-35	0.145892735	983142.0159	0.09481311	1453403.282	0.181958248	1103851.425	0.075341257	1071300.337	0.093312296	1756233.966	0.14573328	905792.5282	0.150048363	1005560.224	0.129858676	2799914.153	0.143373295	1421010.82
257-36	0.154356479	1433802.655	0.091967615	1170171.28	0.172463626	1108167.665	0.077748595	1019851.087	0.09550565	1691463.528	0.149990428	1029000.192	0.157020967	1702648.109	0.138845394	3009249.916	0.14028689	1373105.494
257-37	0.162417505	1421990.51	0.093104683	1569218.976	0.175675255	1206383.024	0.064473395	1017964.008	0.106565042	1984487.372	0.136404143	1381490.221	0.155770126	1903042.72	0.147151579	3143012.712	0.15365634	1955161.596
257-38	0.128924011	807038.3341	0.086772361	816697.6317	0.16966734	735465.6652	0.070741063	628020.3792	0.109405603	1180128.97	0.151125086	620069.2468	0.15602414	1208219.433	0.126002736	2215735.239	0.143960483	1069336.656
257-39	0.150234842	2405370.78	0.104968896	2837969.787	0.178380225	1326526.992	0.079267112	1352068.842	0.103531784	2257536.105	0.142903926	1484210.215	0.150693169	1510273.236	0.136151048	4042218.125	0.154933278	2208563.743
257-4	0.139397791	1221856.717	0.088436217	1348129.021	0.184947808	1181863.187	0.063616389	1090001.912	0.14315338	5502146.248	0.143325643	989108.9998	0.150713691	1144889.87	0.133791177	3188698.2	0.104071053	2147287.476
